User_ID,Gender,City_Category,Stay_In_Current_City_Years,Marital_Status,Age_num,Purchase
1006003,F,C,1,0,46,7971
1000263,F,C,1,0,35,10710
1003805,F,C,1,0,41,19375
1003361,M,B,0,0,33,18959
1001925,M,B,1,0,54,7179
1001260,M,B,0,0,31,12031
1005978,M,B,2,0,39,8871
1005985,F,C,0,1,21,5969
1002195,M,A,0,0,12,2821
1001130,M,C,1,0,20,19164
1000889,M,A,1,0,47,2824
1003167,M,C,3,0,27,8584
1005728,F,C,3,0,38,2808
1003108,M,B,1,1,53,4583
1002380,M,A,0,1,27,15616
1003053,F,B,2,1,29,5426
1004506,M,B,2,0,51,15246
1005749,M,A,0,1,35,2154
1000324,M,B,0,1,44,8136
1002524,F,C,2,1,59,7160
1001793,M,B,1,0,27,4254
1005745,F,B,1,1,22,15549
1005020,F,C,2,1,63,5937
1000509,M,A,0,1,31,8369
1005858,M,B,1,0,33,7576
1003922,M,B,1,0,18,5143
1004888,F,B,4,0,56,4403
1001505,M,C,3,1,52,6090
1001302,M,C,2,0,18,9704
1002966,F,A,2,0,29,18998
1003100,F,B,3,0,34,9926
1000235,M,B,0,0,27,13218
1000579,M,C,2,0,32,19394
1001605,F,B,1,0,21,7146
1001340,M,A,2,0,29,4118
1003013,M,B,2,1,50,7945
1000533,M,A,1,0,27,6200
1000179,M,A,1,0,30,3195
1004861,M,C,1,0,32,13178
1002628,F,B,0,0,33,6131
1004083,M,A,0,0,57,1400
1005039,F,B,2,1,41,5945
1004609,F,B,0,0,31,6922
1003539,F,A,1,1,28,13316
1004016,M,B,1,0,55,5263
1000881,M,A,1,0,19,20405
1003778,M,B,4,1,34,1846
1005987,M,B,4,1,27,20453
1004715,M,B,3,0,31,15697
1002524,F,C,2,1,64,6898
1000319,F,B,3,1,54,15447
1000940,M,C,4,0,12,2015
1000332,M,C,3,1,55,4090
1001878,M,C,2,0,14,7798
1002605,M,C,0,1,43,9815
1001094,F,C,1,0,18,10029
1003620,M,A,1,0,28,4015
1003469,M,B,3,1,47,16337
1005838,F,B,0,1,46,7959
1003693,M,B,1,1,30,6031
1004476,M,C,0,1,50,6866
1004171,M,C,2,1,74,7039
1003539,F,A,1,1,31,7002
1003312,F,A,3,0,18,5320
1000210,F,C,0,0,16,11694
1000830,M,A,3,0,43,19975
1003039,F,C,0,1,52,3102
1002564,F,C,2,1,43,8106
1004381,M,B,3,1,26,7890
1000543,M,B,4,1,31,19694
1005587,M,C,4,1,30,13279
1002561,M,A,2,1,35,8622
1001985,M,A,2,1,49,15562
1005153,M,B,3,0,31,5212
1005186,M,C,2,0,42,19426
1003291,F,B,4,0,28,7946
1001961,F,C,2,1,52,19117
1003675,M,B,3,0,38,3574
1001741,M,A,4,1,38,7139
1004653,M,B,3,1,36,15496
1001125,F,B,2,0,19,6060
1004790,F,A,4,1,32,7924
1004681,F,C,2,0,43,7058
1005632,F,C,2,0,25,9855
1004272,M,B,0,0,47,11550
1005664,M,C,4,0,24,19275
1003071,M,A,2,0,29,19246
1005493,M,B,3,0,44,4002
1004562,M,A,1,1,39,8630
1002036,F,B,1,0,30,5280
1001926,F,B,1,0,10,8083
1003746,M,B,0,1,27,1607
1003433,M,A,1,0,25,5427
1003934,M,B,2,0,34,1774
1004681,F,C,2,0,38,6901
1004524,M,A,2,1,27,7715
1003055,F,C,1,1,30,7922
1004979,M,B,1,1,43,19452
1003716,M,B,3,1,19,19483
1004808,M,A,1,1,43,8433
1002263,M,C,2,1,32,8623
1001897,F,A,1,1,51,6014
1000765,M,B,1,0,32,15579
1000301,M,B,4,0,22,3727
1002430,M,B,2,0,29,8740
1001084,M,C,0,0,14,8189
1001203,F,A,3,0,32,6916
1001920,F,B,1,0,37,8857
1003065,F,A,2,0,20,5229
1002900,M,C,2,1,23,8099
1004161,M,B,3,1,50,8080
1005779,M,A,1,0,28,19645
1004226,F,C,1,0,43,15355
1005699,M,B,4,1,40,8185
1005139,M,A,4,1,54,3506
1005404,M,C,4,1,31,19009
1004277,M,A,0,0,39,9706
1000346,F,B,2,0,31,377
1001958,F,B,3,0,31,6153
1005881,M,B,1,0,37,7932
1005241,F,A,4,0,29,19148
1001882,M,C,4,0,42,7091
1004015,F,B,2,1,47,9833
1005840,F,C,1,0,10,11578
1000847,F,B,1,1,29,5307
1000470,F,C,2,0,14,6946
1005657,M,A,1,0,55,6872
1000889,M,A,1,0,48,8133
1001101,M,A,1,0,38,8612
1000309,M,B,1,0,32,15798
1003391,M,A,0,0,21,6938
1001071,M,C,0,0,55,12934
1004254,M,C,2,0,28,7090
1004322,F,B,1,0,55,9735
1003002,M,B,0,0,48,8874
1000106,F,C,4,0,39,1724
1001958,F,B,3,0,26,8048
1001982,M,C,4,0,12,19476
1000560,M,C,1,1,46,15263
1000735,M,A,3,0,33,11681
1002664,M,B,1,0,41,15469
1005733,M,B,2,0,30,8178
1001611,M,B,1,0,28,15691
1002225,M,B,1,1,26,6985
1000551,M,A,4,1,37,19066
1000424,M,A,3,0,34,6191
1001261,M,C,2,0,25,7963
1004615,M,C,1,1,27,19620
1002328,M,C,2,1,68,4420
1004543,M,A,0,0,28,5241
1001496,M,A,2,0,29,2754
1000630,F,C,2,0,37,8613
1001019,M,A,4,1,38,8848
1001680,M,A,3,1,34,16984
1001962,F,B,0,1,20,7679
1003908,M,B,2,0,26,7764
1005888,M,B,1,0,30,13059
1004037,M,C,2,0,53,1094
1002070,F,A,0,0,39,15259
1005738,M,A,1,1,32,6164
1005055,F,A,2,0,44,16081
1001507,M,C,0,0,42,13328
1003826,M,A,1,1,31,7108
1004448,M,A,0,0,28,8616
1001885,M,B,2,1,51,15248
1004140,M,B,4,0,29,1867
1003295,M,B,1,0,24,7098
1004814,M,B,1,0,22,13080
1000624,M,B,3,0,27,5871
1004553,F,C,2,0,41,4014
1002054,M,C,4,0,34,11589
1001443,M,C,0,1,45,20822
1002070,F,A,0,0,39,21250
1001741,M,A,4,1,36,7190
1005587,M,C,4,1,27,7910
1003462,F,B,3,0,29,5145
1002827,M,B,4,0,31,6021
1003772,M,B,0,1,41,11405
1001976,M,C,0,1,37,7061
1004788,M,B,4,0,41,11423
1002936,F,B,0,0,23,9973
1003391,M,A,0,0,23,3605
1001279,M,A,2,0,43,789
1003929,M,B,1,1,29,12032
1005255,M,A,3,0,16,19402
1002458,M,C,3,1,28,16017
1003217,F,A,0,0,38,7848
1002073,F,B,4,0,24,8625
1005664,M,C,4,0,22,11421
1002885,F,A,2,0,23,16205
1002676,M,B,1,1,61,15656
1004673,M,B,2,1,39,15651
1004958,M,B,1,0,22,3059
1005390,M,C,1,0,12,5370
1004255,M,C,1,1,51,8276
1002092,M,B,4,1,63,12509
1000588,F,B,1,0,28,3457
1003014,M,B,4,1,44,2050
1003143,F,C,1,1,51,2183
1005464,M,C,2,0,36,8060
1004575,F,C,2,0,11,8828
1004477,M,C,2,0,27,15499
1000549,M,A,3,0,28,13471
1003336,M,B,2,1,44,15668
1003851,M,A,0,0,27,1701
1001680,M,A,3,1,34,7821
1004312,M,A,0,1,33,15171
1004510,M,A,4,1,49,4541
1004024,M,B,3,1,32,7138
1004452,F,B,2,1,28,8866
1001389,M,B,4,1,33,6163
1002897,M,B,0,1,28,1508
1000827,M,C,4,1,48,11805
1004133,M,C,2,0,49,7967
1005329,F,B,1,0,32,10079
1001974,M,B,1,0,36,3127
1004005,M,C,3,0,39,15712
1001542,M,C,4,0,18,15810
1003936,F,C,3,1,40,7966
1005329,F,B,1,0,31,10858
1004770,F,B,1,0,37,15306
1000412,M,A,1,1,43,23247
1005596,M,B,1,0,43,23342
1001701,F,B,1,0,30,19091
1002109,M,B,2,0,26,6484
1002886,M,B,3,0,18,15873
1002681,F,B,1,0,30,3431
1000687,F,C,4,0,29,6046
1004831,F,C,1,0,28,6092
1005420,F,B,4,0,10,13291
1002980,M,C,4,1,49,11916
1001971,F,C,3,0,29,7997
1002624,F,A,1,1,43,8134
1003539,F,A,1,1,34,3442
1002475,F,A,2,0,32,5950
1002355,F,C,2,1,46,3819
1002557,F,C,3,0,18,8657
1004736,M,A,1,1,20,7985
1001146,F,B,2,1,22,8217
1000889,M,A,1,0,49,5454
1004238,M,B,3,0,42,15727
1004139,M,B,1,1,71,6114
1000042,M,C,0,1,32,7040
1001004,M,B,2,0,29,3491
1000252,M,C,3,0,29,60
1000352,M,A,0,0,20,5143
1001390,M,C,3,1,37,16001
1003778,M,B,4,1,30,5459
1001624,M,B,1,1,30,8212
1000230,M,C,1,0,49,11015
1004997,M,A,1,0,15,7165
1000881,M,A,1,0,18,1448
1003729,M,A,2,0,22,9846
1004765,F,B,3,1,43,16323
1000245,M,B,0,0,44,7888
1003197,F,A,4,0,22,11882
1004556,M,C,4,0,48,1743
1001094,F,C,1,0,20,6047
1000101,F,A,1,0,25,19263
1005536,M,B,2,1,27,11830
1002199,M,B,3,0,13,12129
1003241,F,C,0,1,52,3624
1005301,M,C,1,1,27,2981
1004951,F,B,3,1,41,4215
1002934,F,B,3,0,41,2150
1004577,M,C,0,1,42,15665
1002113,M,C,1,0,31,16122
1001281,M,C,1,0,26,9972
1003018,M,B,0,0,42,15665
1005053,M,C,3,0,33,5978
1001680,M,A,3,1,34,4578
1001019,M,A,4,1,38,12351
1001253,F,C,1,1,39,7064
1000276,M,C,4,0,46,7975
1000960,M,C,4,0,11,15540
1002173,M,C,1,0,52,6007
1000727,M,B,4,1,37,9776
1003500,M,C,1,1,42,11891
1002796,M,B,3,0,31,3936
1005653,M,B,1,0,53,11570
1000131,M,C,4,0,24,6156
1004451,M,B,2,1,35,1890
1004238,M,B,3,0,39,8593
1000381,M,C,2,0,39,15905
1003309,M,C,2,1,31,12787
1003780,M,C,0,0,14,7569
1000715,M,B,1,0,19,7130
1004356,M,C,0,1,43,11679
1000249,F,C,2,0,22,8620
1000829,M,A,2,0,15,20232
1003853,M,B,1,1,28,7482
1005063,F,B,3,0,12,19280
1002670,M,B,1,0,37,5348
1003158,M,B,1,0,29,15719
1003476,M,B,2,1,51,1754
1002537,M,B,0,0,40,7167
1004736,M,A,1,1,23,8338
1001645,F,B,1,1,18,15529
1001714,M,C,0,1,34,1484
1003683,M,B,3,1,32,7488
1000929,M,A,1,0,34,4098
1001509,M,B,3,0,12,3542
1005046,M,A,0,0,29,8283
1005422,M,A,2,1,52,5186
1003380,M,B,2,1,52,7024
1005669,M,B,2,0,69,5261
1000870,F,B,4,1,27,9862
1000919,F,C,1,0,37,15850
1001125,F,B,2,0,19,3636
1002599,M,B,2,0,28,15608
1000279,M,C,3,0,34,11383
1005184,M,B,4,1,22,3484
1000365,F,A,1,0,24,7807
1001759,M,C,0,1,30,16816
1003253,F,B,3,0,39,4071
1001333,M,A,4,0,28,8781
1004739,M,C,2,0,29,25
1002014,M,C,2,1,23,13217
1005300,M,A,0,0,35,8572
1004961,M,C,1,1,32,16210
1002820,F,A,2,0,37,4595
1004294,M,C,0,0,15,9687
1003922,M,B,1,0,23,11809
1001366,M,C,0,0,13,8936
1000300,M,B,4,1,28,19287
1005376,M,B,1,1,29,3088
1002264,F,C,1,0,47,15355
1001112,M,A,4,0,20,5374
1001680,M,A,3,1,31,2016
1000174,M,C,2,0,34,19109
1005916,M,B,1,1,53,15600
1000454,M,C,2,1,34,8585
1001347,F,C,0,0,20,7044
1001088,F,A,3,0,11,7925
1005906,F,C,1,1,23,7849
1001996,M,C,3,0,44,15560
1001665,M,B,2,0,50,20932
1000023,M,B,3,1,45,12081
1005728,F,C,3,0,38,3697
1001891,M,C,3,1,48,7972
1000240,M,A,1,1,53,11469
1000970,M,B,4,1,35,8058
1002734,F,C,1,0,19,5894
1002462,M,B,1,0,39,15225
1003759,M,C,2,0,41,5174
1005568,M,C,3,0,23,5197
1001958,F,B,3,0,34,12101
1005568,M,C,3,0,20,19096
1003217,F,A,0,0,38,925
1003029,M,A,4,0,23,3100
1002907,F,A,4,0,41,5377
1004227,M,A,0,0,28,4302
1003314,M,C,2,0,28,6126
1002304,M,B,2,1,48,7939
1000481,M,C,2,0,47,6466
1004115,M,B,1,0,30,15329
1001262,M,A,0,1,33,3643
1004511,M,C,2,0,43,3692
1001038,F,C,2,1,66,6942
1004105,M,C,1,1,55,3459
1004133,M,C,2,0,47,8032
1003158,M,B,1,0,26,7857
1005287,M,C,0,0,30,15623
1004048,F,B,1,0,43,8025
1001877,F,B,2,1,48,8899
1002793,M,B,3,0,39,9822
1005786,M,B,1,1,33,7108
1002024,M,C,2,0,13,5224
1003726,M,C,3,1,34,5160
1004359,M,C,2,0,19,9995
1000445,M,A,1,1,50,12066
1002734,F,C,1,0,24,5220
1004906,M,B,1,1,51,15868
1000937,M,A,2,1,30,20675
1001448,F,A,1,0,30,6080
1000656,F,C,3,1,46,7787
1001920,F,B,1,0,37,7868
1004026,M,C,2,0,34,8060
1003596,F,A,3,0,45,8826
1002896,M,B,0,0,24,12764
1005543,M,A,2,0,29,7842
1003435,M,B,3,0,50,10021
1000549,M,A,3,0,32,18406
1004041,M,B,2,0,18,15799
1001004,M,B,2,0,32,11981
1003051,M,B,0,0,21,15781
1001727,M,B,2,1,37,11030
1000728,M,C,4,0,32,7775
1005749,M,A,0,1,29,20679
1002863,F,B,1,0,34,7176
1002999,M,C,2,0,28,9537
1004126,M,B,1,0,33,19286
1002792,M,C,1,0,25,6143
1001988,F,B,2,0,33,7781
1001146,F,B,2,1,20,6108
1004631,M,A,1,0,23,23604
1001896,M,C,4,1,71,8137
1005198,F,B,0,0,22,3660
1000081,F,A,1,1,28,19412
1000509,M,A,0,1,30,5315
1005678,M,A,0,1,43,6120
1004354,M,B,2,0,44,20423
1000895,M,C,1,1,52,7017
1002114,M,C,0,0,24,15271
1005161,M,C,0,0,31,4541
1001998,F,B,2,1,55,6941
1002733,M,B,1,1,48,9974
1005597,F,A,2,0,19,7568
1004294,M,C,0,0,13,5341
1003889,M,C,0,1,49,7463
1003503,M,B,0,0,24,6900
1000308,M,A,3,1,35,19299
1004448,M,A,0,0,35,12961
1000534,M,B,3,1,28,19577
1004451,M,B,2,1,27,8018
1003626,M,B,3,0,32,8667
1001038,F,C,2,1,67,12
1003290,M,A,1,0,31,3450
1001298,M,B,4,0,43,19218
1005880,M,A,1,1,33,11990
1002841,M,B,1,1,52,9750
1000352,M,A,0,0,21,3692
1003574,F,A,1,1,42,6884
1003654,M,B,3,1,33,2057
1001134,M,C,1,0,21,9884
1003487,M,A,1,1,22,49
1000655,F,B,2,0,31,6125
1005014,M,C,0,1,47,16027
1003934,M,B,2,0,33,5253
1004107,F,B,1,0,32,9720
1005121,M,C,4,0,33,6064
1003425,M,A,1,0,23,2141
1001285,M,A,0,1,38,7899
1002402,M,B,4,0,47,15427
1003650,M,A,2,0,34,3564
1004235,M,C,1,0,52,16702
1004000,M,B,3,0,43,7001
1001465,M,B,4,1,53,10057
1001980,M,A,1,0,39,7772
1000169,M,B,3,0,30,3989
1002085,M,C,4,0,22,12481
1004999,F,B,2,1,57,5220
1000111,M,C,3,0,37,16139
1005597,F,A,2,0,21,7611
1005795,M,A,1,1,34,13311
1001133,M,C,0,0,22,5233
1004407,M,A,1,0,25,7788
1002545,M,B,2,1,55,2113
1004408,F,B,1,1,46,11964
1001853,M,B,1,1,52,5196
1001866,M,A,4,1,28,7192
1001613,M,A,1,0,18,15322
1000424,M,A,3,0,30,6970
1001991,M,C,4,1,34,9752
1002899,M,A,3,1,38,15321
1001611,M,B,1,0,31,7882
1004535,M,B,1,0,20,16376
1001748,M,A,1,1,52,9831
1002060,M,C,3,0,11,6904
1003265,M,A,1,0,32,8095
1001586,M,B,2,1,47,7102
1003386,M,B,3,0,21,9961
1003458,M,C,1,0,48,7526
1002038,F,B,3,1,49,8707
1002215,F,B,2,1,29,7794
1002583,M,C,4,0,36,3118
1003700,M,B,2,0,29,1955
1002212,M,A,2,1,20,11814
1005642,M,C,3,0,15,1463
1000656,F,C,3,1,47,7010
1000415,F,A,2,1,44,7158
1002247,M,B,2,1,47,7105
1003945,F,B,2,0,46,9778
1001069,M,A,4,0,26,4196
1001676,M,B,4,0,20,10803
1000618,M,B,3,0,34,7039
1000438,M,A,3,0,25,2993
1002774,M,A,1,0,31,5376
1001875,M,A,2,0,38,4057
1003285,M,B,3,0,26,3121
1001617,M,C,3,0,29,7883
1004655,F,A,3,0,34,7873
1000880,M,A,1,0,36,15988
1003945,F,B,2,0,49,2022
1004388,M,B,2,1,49,13259
1001184,F,C,1,1,35,6856
1000333,M,A,0,1,38,2316
1004945,M,C,4,1,55,8607
1004238,M,B,3,0,42,4546
1004175,M,C,1,0,38,8894
1003277,M,A,4,0,29,5382
1004305,F,B,1,1,48,4434
1003127,F,B,2,1,30,1424
1005722,M,A,2,1,34,2011
1001976,M,C,0,1,41,7194
1004964,M,A,1,1,42,8565
1005046,M,A,0,0,27,7758
1000869,M,A,4,1,22,7431
1005642,M,C,3,0,14,3533
1003592,F,B,2,1,57,7062
1004379,M,B,3,0,35,19191
1003243,M,B,1,1,34,7063
1001626,M,B,0,1,22,3945
1003518,F,A,2,0,19,7120
1002669,M,C,1,0,46,19241
1004373,M,C,1,1,52,9974
1001342,M,C,4,0,37,6044
1002629,M,C,0,1,32,8865
1005716,M,C,4,0,16,19613
1004510,M,A,4,1,48,16446
1001599,M,A,1,0,27,4027
1003647,M,C,0,1,33,7852
1005482,M,A,1,0,19,7791
1005511,M,B,1,1,49,15846
1000396,M,C,1,0,33,7002
1002888,M,B,2,1,34,19615
1001369,M,B,1,1,28,5232
1002922,M,B,2,1,31,13191
1000601,F,B,3,1,24,8477
1003836,F,B,1,0,53,11619
1000832,M,C,4,0,24,5459
1004279,M,B,1,0,28,5209
1003483,F,B,0,1,47,5946
1004763,M,C,2,0,58,8786
1005699,M,B,4,1,37,3649
1003308,F,B,3,1,18,13389
1001721,M,C,3,0,24,4318
1000242,F,A,3,0,24,11401
1002685,M,C,2,1,49,19636
1003669,M,A,2,0,29,7017
1002907,F,A,4,0,42,15498
1004048,F,B,1,0,43,8774
1000261,M,A,4,0,33,15527
1001944,F,C,1,0,21,1963
1006036,F,B,4,1,27,12938
1003441,F,A,2,0,32,7687
1005344,F,C,3,0,52,6002
1005111,M,B,1,1,37,9603
1001112,M,A,4,0,23,15552
1005888,M,B,1,0,31,1403
1004807,M,A,1,0,15,19428
1000816,M,C,2,0,50,19334
1004488,M,B,1,0,42,11636
1004322,F,B,1,0,52,11567
1002926,F,B,1,0,23,19080
1004470,M,C,3,1,43,8112
1005951,M,B,0,1,24,11851
1005946,F,A,0,0,63,1873
1005005,M,B,2,0,48,746
1005074,M,B,2,0,13,11546
1002073,F,B,4,0,18,13266
1004680,M,B,3,1,38,11873
1003481,M,B,1,1,23,8024
1000335,M,C,0,1,37,4357
1004478,M,A,1,0,14,5369
1005070,M,A,0,0,33,587
1000509,M,A,0,1,27,7860
1005482,M,A,1,0,22,7797
1005410,F,C,3,1,49,3744
1000245,M,B,0,0,42,7847
1001636,F,C,0,0,33,4114
1003067,F,A,1,0,31,5879
1002611,M,B,4,0,30,5239
1002106,F,A,3,1,25,1873
1000161,M,C,4,1,47,8088
1000346,F,B,2,0,28,10032
1003796,M,C,4,1,47,6903
1002164,M,B,3,0,44,5910
1005021,M,B,2,1,54,9772
1003727,M,B,1,0,38,3673
1003108,M,B,1,1,52,3053
1001422,M,B,3,0,43,12105
1005636,M,A,0,1,27,12635
1002938,F,B,1,0,29,2776
1000173,M,B,1,1,32,940
1001150,F,A,1,0,33,5175
1000854,F,B,1,0,31,6180
1003416,M,B,4,1,30,16572
1005620,M,C,2,1,45,7732
1004343,M,C,1,1,27,7822
1001198,M,C,1,0,15,19920
1002953,M,C,1,1,34,4632
1004067,M,C,4,1,48,3468
1000869,M,A,4,1,22,8638
1003884,M,A,1,1,22,3469
1004785,F,A,0,1,30,13662
1002786,M,A,2,0,33,15484
1001019,M,A,4,1,43,3915
1001202,M,B,0,0,41,8071
1004917,M,C,0,1,46,6954
1001004,M,B,2,0,32,6722
1002020,M,B,0,1,29,8050
1002276,M,C,1,1,65,20344
1005026,M,B,1,1,31,5179
1002307,M,A,1,1,35,19602
1003290,M,A,1,0,27,20824
1001447,M,A,0,0,18,5423
1002459,M,A,1,1,55,744
1004446,M,B,1,1,24,19511
1005996,F,B,1,1,33,6145
1004725,M,A,2,0,44,11489
1000662,M,B,2,0,19,11797
1001694,M,B,3,1,33,7099
1003526,M,B,1,1,43,4151
1005835,F,A,3,0,36,15739
1000516,F,C,2,0,62,3646
1000249,F,C,2,0,24,6997
1003646,M,C,0,1,41,12002
1001449,M,A,1,1,44,7880
1001180,F,C,0,1,53,7794
1004009,M,C,4,0,21,4679
1004375,F,B,1,0,29,15437
1000253,F,C,1,0,29,12620
1005744,F,A,2,0,28,15394
1001790,M,C,1,0,29,19515
1004802,M,B,3,1,67,6916
1000841,F,C,1,0,51,16585
1005852,F,A,0,1,32,4468
1000611,M,C,1,0,44,19239
1005442,M,C,3,1,35,8881
1003808,M,A,2,1,33,3477
1005539,F,B,1,1,28,2135
1003365,M,C,3,1,54,769
1000193,F,C,1,1,49,5205
1003452,M,C,1,1,33,7093
1002372,F,C,1,1,47,3765
1003524,F,C,4,0,29,5825
1003105,M,C,4,1,39,15382
1002503,M,C,3,1,43,5339
1003054,M,B,1,1,18,23092
1001217,M,A,3,0,26,19346
1000552,M,C,3,1,54,7099
1002172,M,B,2,0,22,4303
1005958,M,C,1,0,47,8218
1001217,M,A,3,0,27,19486
1001389,M,B,4,1,27,11541
1003691,M,B,1,1,29,8136
1001857,M,C,3,0,17,19119
1004607,M,B,4,0,31,9770
1000270,M,B,2,1,54,11456
1002105,M,A,0,1,35,3454
1000469,M,B,0,1,41,23625
1002887,M,B,3,1,27,15726
1003070,F,C,4,0,22,7872
1004282,M,C,1,1,39,6532
1000887,F,B,3,1,63,5156
1002786,M,A,2,0,33,19384
1001496,M,A,2,0,27,3024
1004734,M,B,1,1,55,3121
1003032,M,A,1,1,28,5963
1005348,M,B,1,0,24,7618
1004107,F,B,1,0,34,15398
1004796,M,A,4,1,39,2122
1005878,F,A,4,1,28,7999
1002009,F,C,3,0,38,7186
1005788,M,A,4,0,29,701
1004772,M,C,2,0,74,6920
1004465,M,A,1,1,21,2055
1005782,F,C,4,0,37,5427
1002455,M,A,1,0,44,1518
1002776,M,C,4,0,33,4105
1000919,F,C,1,0,38,3938
1002909,M,A,1,0,28,11713
1001587,F,B,3,0,26,6105
1004148,F,C,3,0,39,11722
1001847,M,C,2,0,21,10033
1005229,M,C,0,0,31,15641
1000198,M,A,0,1,26,15165
1003688,M,B,1,0,22,12478
1005600,F,C,1,0,49,8597
1002010,M,B,0,0,24,2044
1001356,F,B,2,0,24,11450
1000822,F,B,0,1,29,2054
1003058,M,C,0,0,25,4156
1005445,M,C,1,1,30,23455
1000515,M,A,0,1,34,11598
1001010,M,A,1,0,32,8057
1004824,M,C,2,0,34,8116
1002014,M,C,2,1,25,21283
1002986,M,A,2,1,30,12150
1004430,F,B,1,0,29,8084
1004137,M,C,1,0,27,6962
1000981,M,B,2,1,34,5882
1003243,M,B,1,1,34,6856
1000018,F,B,3,0,21,7885
1001757,M,B,4,0,27,6950
1002016,F,C,2,1,67,16168
1001470,M,A,1,1,19,2034
1002790,M,A,3,0,32,8760
1005493,M,B,3,0,36,7006
1000550,M,B,1,1,47,19550
1001050,M,B,1,0,27,3705
1000204,M,B,1,1,30,11687
1003272,M,B,1,0,39,5453
1001676,M,B,4,0,23,2165
1002909,M,A,1,0,34,18999
1003762,M,B,0,1,53,1582
1003715,M,B,2,0,20,16170
1001140,F,B,2,1,46,7433
1000877,M,B,1,1,34,19428
1006016,M,B,1,1,47,7822
1001457,M,B,1,1,34,8587
1005220,M,B,4,0,30,5977
1005762,F,A,2,1,38,6941
1004780,M,A,3,0,28,20262
1004345,F,B,1,0,28,15360
1000774,M,A,4,0,19,8081
1005954,M,A,2,1,47,9695
1004381,M,B,3,1,29,10055
1005747,M,B,4,1,26,12074
1003942,M,B,4,0,24,11852
1002137,F,C,1,0,12,19188
1002223,M,B,0,1,29,11012
1004884,M,B,1,0,40,11435
1005489,M,C,0,0,23,19481
1001045,F,C,2,0,16,8684
1001010,M,A,1,0,34,7796
1003474,M,C,4,1,40,15763
1000690,M,C,3,0,29,6916
1000157,M,A,1,0,43,5364
1005450,M,A,1,0,23,11664
1004506,M,B,2,0,52,7503
1003822,M,C,1,0,49,6092
1001149,M,A,1,1,32,19555
1005131,F,B,3,0,28,11632
1004725,M,A,2,0,37,10947
1002910,M,C,0,0,16,1527
1005108,F,B,3,1,30,5445
1000245,M,B,0,0,41,4652
1003589,F,B,1,1,48,19386
1003630,M,B,2,0,21,9832
1001135,M,C,1,1,55,9951
1001544,M,B,2,0,30,15385
1005138,M,B,0,0,30,7761
1004585,M,C,3,0,39,6153
1002619,M,C,1,0,44,15736
1000256,M,C,3,0,46,19051
1003108,M,B,1,1,53,5908
1004407,M,A,1,0,24,7077
1003411,M,A,4,0,22,6204
1001680,M,A,3,1,32,11463
1002140,M,C,2,1,46,5154
1000770,M,B,2,1,24,9861
1000843,M,B,2,1,29,19224
1003569,F,B,1,0,20,8132
1000673,M,A,4,0,30,10014
1005827,M,B,2,0,33,6475
1001120,M,A,0,1,24,15277
1002342,M,C,1,0,39,12241
1004898,M,B,1,1,29,19105
1001860,M,C,1,0,66,15819
1002710,M,B,3,0,39,4357
1002572,M,C,1,0,38,7822
1003308,F,B,3,1,23,4244
1000897,M,B,4,0,31,8050
1003808,M,A,2,1,33,11477
1000331,M,B,1,0,32,20545
1002456,M,A,1,0,32,7006
1002776,M,C,4,0,31,3606
1002116,M,B,4,1,20,19489
1001101,M,A,1,0,45,9790
1001297,M,A,4,0,35,6868
1001941,M,A,1,0,36,15822
1003711,M,C,4,1,45,19323
1002092,M,B,4,1,58,15587
1001571,M,B,1,1,33,2759
1004124,M,C,1,1,27,19581
1001181,M,A,3,1,37,5835
1005961,F,A,3,0,47,7768
1005600,F,C,1,0,47,5181
1002039,M,C,2,0,52,8119
1005009,F,C,1,1,46,7857
1001141,F,B,1,1,28,6188
1003428,M,C,4,1,50,2850
1004026,M,C,2,0,32,8084
1005014,M,C,0,1,50,20620
1001163,M,C,2,0,13,15166
1005457,M,A,1,1,23,756
1001120,M,A,0,1,23,15702
1000307,M,B,0,1,53,13530
1005994,M,C,2,1,38,11922
1005811,M,B,3,0,21,23284
1000798,F,C,1,1,34,2790
1004433,M,B,1,1,29,7554
1003401,M,B,1,0,44,10046
1005972,F,B,0,0,29,7109
1005545,F,C,3,1,36,11716
1005046,M,A,0,0,34,8893
1002205,F,A,3,1,33,6143
1000830,M,A,3,0,42,20892
1005493,M,B,3,0,42,4084
1002996,M,B,1,0,23,10731
1003931,M,C,1,0,30,11382
1000585,M,A,1,0,22,4346
1000117,M,A,2,1,34,11893
1002259,F,C,1,1,59,10030
1000550,M,B,1,1,47,8134
1004387,F,B,0,0,21,5941
1002753,F,B,1,1,52,15466
1004637,F,B,0,1,39,13472
1003253,F,B,3,0,37,7074
1000151,F,A,1,1,31,8072
1002131,M,B,1,0,32,15842
1004861,M,C,1,0,33,13503
1005763,F,A,1,1,34,1880
1001261,M,C,2,0,18,9891
1005907,M,B,1,0,32,3571
1004181,F,C,2,0,29,12045
1001422,M,B,3,0,38,6045
1001301,F,C,1,1,29,7801
1001352,M,B,2,0,43,6118
1000550,M,B,1,1,49,7993
1002946,M,A,0,1,37,8188
1003557,M,B,0,1,21,12087
1000541,F,C,3,0,24,7162
1001298,M,B,4,0,42,10558
1001094,F,C,1,0,24,8170
1001605,F,B,1,0,25,5214
1002236,M,C,0,0,12,5167
1000411,F,B,0,1,46,5417
1001333,M,A,4,0,28,9848
